country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,444,451,462,458,572,521,378,502,473,568,590,455,381,502,590,678,744,924,759,748,829,909,1220,1280,1330,1220,1310,1210,1070,990,810,1030,1070,1130,1210,1370,1470,1590,1680,1970,2140,2280,2250,2390,2790,2950,3030,3050,3010,3200,3460,4130,4320,4780,5630,6320,6720,7710,7120,7490,7680,8810,10100,11200,12400,12200,13300,15100,15600,16700,19000,20600,22400,24500,24100,24600,23200,24400,26500,26400,26300,27300,30000,31200,32600,33500,33700,37500,40500,41900,45400,43100,45400,46100,49000,52800,55100,59900,62000,63400,67000,65500,68500,69400,74900,78800,87300,93100,95600,94600,99700,111000,116000,97100,94800,109000,121000,102000,2730,76400,75000,71800,52600,47900,48100,48200,60700,62900,72800,56600,54900,42000,43200,45300,46200,49900,56400,60000,51900,167000,165000,182000,198000,189000,59500,105000,91600,89000,106000,112000,122000,128000,139000,148000,154000,167000,179000,177000,190000,200000,207000,217000,231000,243000,247000,253000,259000,276000,294000,304000,313000,330000,336000,347000,375000,398000,418000,431000,442000,464000,409000,421000,421000,433000,445000,452000,464000,445000,423000,377000,375000,365000,365000,361000,363000,377000,368000,339000,329000,318000,315000,307000,320000,324000,323000,336000,336000,329000,316000,334000,333000,326000,322000,309000,313000,323000,337000,344000
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,36.7,521,726,532,1170,1150,671,642,708,880,891,1090,1140,1200,1110,1230,1270,1370,1570,1680,1740,1690,1510,1780,1700,1730,1820,2080,2150,2470,2390,2620,2520,2580,2520,2900,3160,3150,3200,3250,3150,3660,3860,3380,3090,2990,1660,1100,2160,2100,2150,2960,2680,3030,3120,3140,3630,4000,3970,4330,3920,3390,4000,4100,4380,4130,4940,4120,4760,3900,3780,3030,2940,3250,3340,3890,5550,5260,5530,5630,5400,5360,5940,5800,6470,7170,7790,7570,7990,8220,9090,9300,10000,11000,11600,11800,12400,13000,14600,15200,16400,18300,20000,20700,21300,22300,22600,22600,24900,26800,27000,29000,29900,28800,27200,30200,31200,32600,40900,45700,47300,51600,50200,50900,54900,52200,55200,59700,67400,66200,65800,69700,64500,67300,69600,64900,62400,60000,57200,53000,51800,50000,48200,48000,52200,50400,54700,51000
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,352,389,194,367,609,418,506,312,169,183,176,161,191,6140,6270,6290,6280,6690,7080,7170,7570,9150,10800,12500,10500,11000,10400,9920,10500,14400,13100,12900,12300,11300,12300,12400,13300,11500,11900,14300,11800,17700,27000,31000,30700,31700,32200,37400,32300,31300,34600,41200,40700,41300,42700,50700,63200,63000,64300,68700,72000,79700,93300,84200,106000,106000,102000,108000,106000
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.67,3.67,3.67,7.33,11,11,14.7,14.7,18.3,22,25.7,25.7,36.7,40.3,40.3,44,44,47.7,47.7,47.7,47.7,47.7,47.7,51.3,224,407,473,451,484,528,631,645,807,1120,1050,1140,1040,1080,1120,1300,1710,1610,1240,1600,1590,1850,2190,2660,3600,4560,4390,4860,4820,5780,6020,7000,5790,5150,3000,2520,3190,4670,5490,5920,7150,8480,10000,11700,14500,16100,18300,20500,23300,25900,27400,27300,31700,31600,33200,28500,26700,25200,24000,22600,23700,22100,15100,18900,17500,16400,23400,23100,19400,22500,26700,30700,33500,36800,40800,46000,49800,50700,53400,55800,63900,69500,72100,78700,84200,92100,100000,112000,120000,126000,132000,145000,151000,162000,175000,178000,194000,196000,196000,198000,195000,200000,189000,194000,202000,212000,212000,214000,170000,140000,131000,123000,122000,127000,130000,123000,108000,90800,95500,100000,102000,105000,104000,103000,105000,107000,105000,87700,84100,89800,86600,77200,77600,77800,75900,75100,74100
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,13.7,9.12,11.4,14.9,18.4,21.9,25.4,28.8,32.3,35.8,39.3,42.8,46.3,49.8,53.3,56.7,60.2,63.7,67.2,70.7,99.4,128,157,186,214,243,272,301,319,422,536,483,506,568,543,1710,1970,1640,2220,2410,3250,3340,3140,3810,4380,5440,5550,7250,7440,8730,9200,9690,11000,11200,12200,12500,13200,13800,14900,16900,18600,19700,23100,23500,27000,27500,31800,35600,41300,46800,48100,46400,45400,50500,45100,51400,57600,58000,61200,60000,62200,70500,76600,69100,63400,67600,62200,24800,21200,19300,21000,25600,28200,33600,33200,48100,59800,66400,71600,97300,117000,132000,147000,178000,201000,231000,236000,249000,252000,303000,266000,183000,234000,219000,232000,260000,313000,333000,379000,423000,458000,490000,519000,567000,643000,704000,771000,823000,853000,888000,916000,961000,1030000,1100000,1160000,1230000,1280000,1320000,1370000,1450000,1530000,1610000,1680000,1750000,1840000,1910000,1970000,2040000,2060000,2140000,2100000,2140000,2170000,2190000,2360000,2360000,2350000,2420000,2360000,2530000,2400000,1960000,1860000,1640000,1610000,1580000,1480000,1460000,1490000,1470000,1510000,1500000,1530000,1530000,1550000,1610000,1610000,1640000,1530000,1610000,1670000,1680000,1620000,1620000,1620000,1620000,1650000,1710000
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,69.9,91.6,84.3,84.3,36.7,47.7,44,40.3,55,58.7,58.7,62.3,66,69.7,73.3,176,268,268,290,297,495,601,609,697,634,616,598,612,693,685,524,472,479,483,461,454,465,482,482,503,520,522,520,509,516,515,515,543,528,559,574,648,719,783,813,927,1050,1090,1120
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.67,7.33,7.33,11,11,11,14.7,11,14.7,14.7,18.3,18.3,22,25.7,29.3,25.7,25.7,29.3,29.3,29.3,36.7,36.7,36.7,33,58.7,47.7,80.7,106,95.3,99,103,114,114,114,114,114,114,114,121,103,106,110,110,114,117,125,128,132,136,143,147,147,154,150,161,165,172,180,187,187,202,198,198,209,235,246,252,259
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.67,3.67,3.67,3.67,7.33,11,7.33,7.33,11,11,11,7.33,11,11,11,11,14.7,14.7,14.7,11,11,14.7,18.3,18.3,29.3,29.3,33,33,40.3,44,47.7,55,51.3,55,51.3,51.3,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,51.3,58.7,66,73.3,77,84.3,84.3,84.3,91.7,99,103,114,114,114,114,121,121,124
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.33,25.7,205,1650,2150,1810,1900,1990,3260,8820,25200,37800,18000,18400,5140,0,0,477,1240,2120,1630,2100,3360,1860,2680,3570,6260,6940,7050,4220,6410,25500,29100,35300,45300,59800,70300,95100,98800,83300,102000,118000,115000,138000,169000,175000,158000,161000,156000,173000,205000,191000,202000,204000,186000,268000,285000,314000,308000,235000,258000,216000,207000,226000,297000,297000,326000,327000,395000,396000,432000,387000,433000,466000,518000,498000,564000,541000,602000,621000,632000,634000,622000
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,388,828,813,813,861,923,1690,1720,700,0,491,1310,1350,1450,1550,1850,2580,1770,2240,2620,2890,3340,3280,3040,2610,3290,2650,2640,2430,2710,3660,3140,3380,3430,3540,3840,3430,3670,3180,3340,3610,3810,4180,4350,4810,4990,5540,4430,4830,4740,4350,7290,7830,7370,7870,8830,10100,10400,11300,11700
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,15300,16000,16500,18300,20700,21300,21200,21400,22900,23700,31000,33400,31300,37300,37500,39100,40300,39200,43800,47600,46800,50900,46800,50400,53100,54200,56600,55200,57000,56800,56500,40000,43700,38100,37100,39200,45900,49300,51900,35800,45000,49300,52200,55800,60300,51700,60900,59700,51700,45900,45700,49000,43800,44600,37200,43800,45100,45700,45500
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,7.33,7.33,7.33,7.33,7.33,7.33,29.3,33,44,47.7,55,58.7,80.7,84.3,77,121,95.3,99,84.3,99,99,150,165,202,198,235,150,172,172,183,202,198,235,341,433,510,572,634,539,550,737,689,733,642,693,524,444,326,422,330,488,491,605,637,656
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,95.3,180,169,125,183,180,389,209,235,715,290,326,370,304,282,301,253,363,1090,858,803,678,539,521,524,451,513,711,678,609,693,554,689,616,664,675,499,458,374,488,546,451,455,480,374,425,400,396,378,389,513,535,568,554,462,616,517,535,535,576,744,862,1030,1140,906,931,1040,1080
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730,2300,1800,1390,2090,2580,3400,3700,2530,673,3060,5420,7200,18200,16600,22200,21200,22000,24500,30000,28300,33100,36100,31400,26800,29600,34800,33200,33300,34900,32500,36000,41700,44300,45100,48300,50900,61400,41900,49400,58100,48400,49900,48900,49500,47200,31100,28500,30400,30800,19900,36100,58600,58300,46800,50000,56100,56600,61500,37500,40600,40900
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,213,362,512,661,810,960,1110,1260,1410,1560,1700,1850,2000,2150,2300,3980,4180,4380,4710,4990,5270,5390,5750,5940,6240,6560,6890,7380,7820,8360,8670,8800,9000,9220,9570,9810,10400,10600,10900,10800,11300,11400,11700,11800,12100,12700,13300,13500,13500,13300,13500,14400,15000,13700,13700,14500,13700,11700,11000,10900,10500,9360,9890,12100,11400,11600,12400,13100,14600,12900,12100,10500,9630,9620,9900,10800,13000,14900,16400,18500,18600,20100,22200,21100,11200,14000,15800,17100,18000,18500,19700,21100,21900,23400,24300,26000,27200,29700,29700,31700,34400,36700,38600,40100,39100,38900,38800,40600,43100,49400,51800,52300,52500,53200,55600,57800,59500,60100,58500,59200,58600,58000,58100,60100,59300,59700,59000,58000,55400,61600,53400,49000,46500,43900,44300,44200,44300,44000,43200,41300,43400,42100,42400,42900,42900,42600,41000,41400,37700,38500,38100,36000,35600,33700,34500,34900,36100,36100
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980,4350,4560,4680,5210,5900,6070,6020,6080,6500,6740,8810,9490,8880,10600,10600,11100,11500,11100,12400,13500,13300,14400,13200,14300,15000,15300,16000,15600,16200,16100,15100,14000,14000,14300,14700,15300,15900,16300,16000,15300,15500,16400,16500,16300,16700,17000,17200,17300,18200,16300,16400,16400,15800,15200,13500,13600,14400,14300,14400
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.67,3.67,11,11,11,11,11,11,14.7,14.7,14.7,18.3,25.7,25.7,33,36.7,36.7,40.3,47.7,55,66,66,58.7,62.3,80.7,62.3,110,103,136,121,143,143,150,154,161,158,161,147,147,143,143,139,143,143,143,143,154,154,158,158,161,161,161,165,180,180,180,187,183,183,194,194,191,169,173,178
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,47.7,47.7,47.7,47.7,66,69.7,73.3,84.3,88,84.3,88,106,103,136,132,139,227,154,161,216,187,235,264,330,502,480,799,557,488,814,275,719,935,715,858,924,994,1000,953,730,707,680,640,629,588,568,539,513,491,480,502,587,594,594,594,594,609,601,598,612,612,609,631,631,631,645,680,699
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,36.7,47.7,47.7,80.7,132,297,297,480,1800,2430,3340,4260,4780,6050,5520,2330,3910,5830,7790,8780,10000,11500,12700,13000,15000,17000,16400,17400,19000,18400,18500,21800,23400,22200,23200,25700,25400,21800,26500,27800,29000,30500,29600,29600,30800,28700,25600,23500,25400,28900,32200,35300,36800,38700,40200,41600,44400,48500,48800,54600,55900,56100,55900,57200,60600,61100,65200,70900,71100,74000,83000,87300,89700,96300,94600,97900,102000,106000,110000,120000,128000,128000,134000,138000,143000,150000,169000,172000,173000,177000,185000,193000,200000,202000,219000,228000,257000,281000,292000,316000,324000,331000,329000,343000,341000,313000,326000,302000,321000,339000,362000,364000,386000,378000,375000,379000,372000,357000,405000,449000,416000,447000,465000,495000,503000,469000,476000,463000,458000,483000,463000,475000,463000,468000
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,488,898,1670,2180,2190,2930,3470,4700,5160,6450,7560,8220,9020,11200,12600,14500,17300,21100,22200,25000,30000,35100,37200,42500,53800,58600,60300,73100,75700,81900,93300,106000,113000,133000,135000,140000,142000,151000,164000,179000,183000,193000,222000,236000,248000,262000,282000,322000,345000,374000,402000,428000,364000,399000,446000,449000,464000,463000,479000,460000,466000,494000,506000,507000,566000,589000,584000,592000,587000,596000,618000,641000,659000
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,113,116,124,140,155,202,220,266,259,349,405,415,448,452,474,353,313,317,287,298,312,303,319,326,292,340,354,279,404,313,435,408,365,252,346,358,369,452,391,424,461,531,677,756,955,915,1000,1180,1240,1300,1330,1300,1330,1450,1540,1940,1730,1820,1870
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.67,3.67,3.67,3.67,3.67,22,36.7,25.7,47.7,36.7,103,143,172,202,275,282,260,293,326,495,510,535,653,550,554,755,851,1150,1630,1930,2010,2190,2430,2340,2310,2290,2560,2660,2640,3080,2940,3260,3140,3120,3290,3570,3780,3760,3980,4420,4940,5390,5910,5870,5760,6100,6150,6440,6830,7350,7950,8310,8130,8740,8610,9310,9550,9380,10600,11200,11800,12300,12200,13000,13600,13900,14100,14800,15200,14900,14700,16000,17400,17300,15300,17900,15900,16700,15900,14100,14900,15000,17200,18400,19100,18400,21500,21500,24000,23700,22600,21200,18700,20300,22500,8060,5250,13200,15700,21600,21500,23100,23900,25800,28300,28100,31200,32700,35800,33100,33200,37600,39000,39800,40300,42400,50300,55900,52100,48900,53700,60000,58800,64400,71100,77700,86500,97100,96800,117000,129000,145000,155000,173000,181000,198000,195000,200000,203000,214000,206000,209000,204000,198000,200000,189000,190000,198000,225000,231000,241000,250000,241000,254000,267000,255000,267000,276000,299000,311000,313000,333000,337000,354000,368000,360000,368000,336000,297000,283000,284000,279000,252000,255000,271000,261000,275000,268000
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,1550,1940,2070,1790,1660,1420,2320,1950,2060,2260,2340,2560,2530,2270,2660,2660,2950,3240,4320,3600,3200,3540,3690,2930,2900,2800,2910,3440,3810,3390,4010,4470,4860,3860,3920,3660,4030,3460,3450,3830,4140,5110,4980,5440,5820,6980,7530,7740,8520,10100,10300,11000,11000,12200,11900,11800,12200,12000,13000,13100,14900,15800,14700,17700,19800,23000,24500,23400
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,66,51.3,51.3,51.3,58.7,55,66,66,106,106,110,114,121,128,132,143,150,161,172,176,198,198,213,198,202,216,216,224,220,231,220,224,231,235,238,240,242
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,11,7.33,11,7.33,11,11,11,11,11,14.7,18.3,18.3,22,22,25.7,29.3,33,36.7,62.3,66,69.7,77,80.7,73.3,77,84.3,69.7,99,150,114,95.3,114,103,114,128,132,147,165,165,161,169,150,231,257,308,323,304,293,334,348,348,290,359,356,367,367,385,396,385,403,407,407,407,407,411,414,418,421
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.67,11,7.33,7.33,7.33,7.33,7.33,11,11,11,11,11,14.7,18.3,14.7,18.3,18.3,22,29.3,29.3,29.3,36.7,40.3,33,33,33,33,36.7,29.3,36.7,36.7,40.3,47.7,66,66,66,77,66,77,80.7,84.3,84.3,103,121,128,132,132,161,165,147,180,187,198,220,220,220,227,227,312,220,198,253,209,220,220,220,222,224
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,722,759,832,818,928,898,1160,1290,1250,1250,1270,1360,1540,1700,2220,2420,2920,2850,3830,4450,4570,4930,4970,5210,3880,3440,3490,3150,3270,3430,3330,3500,3570,3200,3720,3890,3060,4430,3430,4770,4470,3990,2750,3790,3900,4030,4940,4290,4650,5060,5820,7420,8290,10500,10000,11000,12900,13600,14200,14400,14000,14200,15100,15500,19400,19600,20500,21100
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,235,268,312,337,312,341,374,319,367,433,429,495,532,605,796,1100,1330,1450,1520,1610,1720,1750,2110,1600,2020,2000,1900,2390,2290,2370,2030,1870,1370,1550,1600,1760,1760,1880,1850,1740,2030,2030,2040,2040,2060,2080,2110,2110,2120,2190,2370,1560,1540,1560,1590,1740,1760,1940,2000,2400,1800,2250,2090,2230,1710,1720,1720,1790
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,35.2,37.4,39.6,41.8,44,40.3,40.3,80.7,58.7,99,88,80.7,80.7,139,194,202,216,216,227,337,315,477,612,513,755,752,968,986,986,1040,1080,1110,1040,1220,1090,1340,1430,1710,1740,1870,2280,2430,2570,2180,2210,2830,2750,3150,3220,3550,3830,3760,3810,4250,4960,4950,5280,5250,5280,5900,5960,6160,6860,7300,9140,9180,8530,8930,9810,10300,10200,11300,12800,13700,12600,13000,12700,14000,15800,14900,15000,15800,6770,8010,7690,10400,6020,9950,12100,14500,12900,12500,17600,16300,19400,18900,19000,18800,19500,21800,22900,25100,29000,26200,29300,18500,15100,13000,15900,12500,4560,17400,25100,30800,26900,28700,33500,34600,32600,34500,39100,43400,38900,42100,42400,49200,48800,51300,55400,60400,62600,72600,69000,77700,86500,92400,84600,84800,87400,79900,80800,88300,85800,79500,84900,71800,69400,62300,58300,57400,62400,62100,59700,57500,55600,57500,57700,57400,57400,59800,59200,63200,58100,58700,55900,54700,55700,56600,57200,56500,53800,53700,52800,50700,47100,52900,48900,46400,44800,43200,43100,42600,42100,41100
